0.0,5.0
0.005,5.0
0.01,5.0
0.015,5.0
0.02,5.0
0.025,5.0
0.03,5.0
0.035,5.0
0.04,5.0
0.045,5.0
0.05,5.0
0.055,5.0
0.06,5.0
0.065,5.0
0.07,5.0
0.075,5.0
0.08,5.0
0.085,5.0
0.09,5.0
0.095,5.0
0.1,5.0
0.105,5.0
0.11,5.0
0.115,5.0
0.12,5.0
0.125,5.0
0.13,5.0
0.135,5.0
0.14,5.0
0.145,5.0
0.15,5.0
0.155,5.0
0.16,5.0
0.165,5.0
0.17,5.0
0.175,5.0
0.18,5.0
0.185,5.0
0.19,5.0
0.195,5.0
0.2,5.0
0.205,5.0
0.21,5.0
0.215,5.0
0.22,5.0
0.225,5.0
0.23,5.0
0.235,5.0
0.24,5.0
0.245,5.0
0.25,5.0
0.255,5.0
0.26,5.0
0.265,5.0
0.27,5.0
0.275,5.0
0.28,5.0
0.285,5.0
0.29,5.0
0.295,5.0
0.3,5.0
0.305,5.0
0.31,5.0
0.315,5.0
0.32,5.0
0.325,5.0
0.33,5.0
0.335,5.0
0.34,5.0
0.345,5.0
0.35,5.0
0.355,5.0
0.36,5.0
0.365,5.0
0.37,5.0
0.375,5.0
0.38,5.0
0.385,5.0
0.39,5.0
0.395,5.0
0.4,5.0
0.405,5.0
0.41,5.0
0.415,5.0
0.42,5.0
0.425,5.0
0.43,5.0
0.435,5.0
0.44,5.0
0.445,5.0
0.45,5.0
0.455,5.0
0.46,5.0
0.465,5.0
0.47,5.0
0.475,5.0
0.48,5.0
0.485,5.0
0.49,5.0
0.495,5.0
0.5,5.0
0.505,5.0
0.51,5.0
0.515,5.0
0.52,5.0
0.525,5.0
0.53,5.0
0.535,5.0
0.54,5.0
0.545,5.0
0.55,5.0
0.555,5.0
0.56,5.0
0.565,5.0
0.57,5.0
0.575,5.0
0.58,5.0
0.585,5.0
0.59,5.0
0.595,5.0
0.6,5.0
0.605,5.0
0.61,5.0
0.615,5.0
0.62,5.0
0.625,5.0
0.63,5.0
0.635,5.0
0.64,5.0
0.645,5.0
0.65,5.0
0.655,5.0
0.66,5.0
0.665,5.0
0.67,5.0
0.675,5.0
0.68,5.0
0.685,5.0
0.69,5.0
0.695,5.0
0.7,5.0
0.705,5.0
0.71,5.0
0.715,5.0
0.72,5.0
0.725,5.0
0.73,5.0
0.735,5.0
0.74,5.0
0.745,5.0
0.75,5.0
0.755,5.0
0.76,5.0
0.765,5.0
0.77,5.0
0.775,5.0
0.78,5.0
0.785,5.0
0.79,5.0
0.795,5.0
0.8,5.0
0.805,5.0
0.81,5.0
0.815,5.0
0.82,5.0
0.825,5.0
0.83,5.0
0.835,5.0
0.84,5.0
0.845,5.0
0.85,5.0
0.855,5.0
0.86,5.0
0.865,5.0
0.87,5.0
0.875,5.0
0.88,5.0
0.885,5.0
0.89,5.0
0.895,5.0
0.9,5.0
0.905,5.0
0.91,5.0
0.915,5.0
0.92,5.0
0.925,5.0
0.93,5.0
0.935,5.0
0.94,5.0
0.945,5.0
0.95,5.0
0.955,5.0
0.96,5.0
0.965,5.0
0.97,5.0
0.975,5.0
0.98,5.0
0.985,5.0
0.99,5.0
0.995,5.0
1.0,5.0
1.005,5.0
1.01,5.0
1.015,5.0
1.02,5.0
1.025,5.0
1.03,5.0
1.035,5.0
1.04,5.0
1.045,5.0
1.05,5.0
1.055,5.0
1.06,5.0
1.065,5.0
1.07,5.0
1.075,5.0
1.08,5.0
1.085,5.0
1.09,5.0
1.095,5.0
1.1,5.0
1.105,5.0
1.11,5.0
1.115,5.0
1.12,5.0
1.125,5.0
1.13,5.0
1.135,5.0
1.14,5.0
1.145,5.0
1.15,5.0
1.155,5.0
1.16,5.0
1.165,5.0
1.17,5.0
1.175,5.0
1.18,5.0
1.185,5.0
1.19,5.0
1.195,5.0
1.2,5.0
1.205,5.0
1.21,5.0
1.215,5.0
1.22,5.0
1.225,5.0
1.23,5.0
1.235,5.0
1.24,5.0
1.245,5.0
1.25,5.0
1.255,5.0
1.26,5.0
1.265,5.0
1.27,5.0
1.275,5.0
1.28,5.0
1.285,5.0
1.29,5.0
1.295,5.0
1.3,5.0
1.305,5.0
1.31,5.0
1.315,5.0
1.32,5.0
1.325,5.0
1.33,5.0
1.335,5.0
1.34,5.0
1.345,5.0
1.35,5.0
1.355,5.0
1.36,5.0
1.365,5.0
1.37,5.0
1.375,5.0
1.38,5.0
1.385,5.0
1.39,5.0
1.395,5.0
1.4,5.0
1.405,5.0
1.41,5.0
1.415,5.0
1.42,5.0
1.425,5.0
1.43,5.0
1.435,5.0
1.44,5.0
1.445,5.0
1.45,5.0
1.455,5.0
1.46,5.0
1.465,5.0
1.47,5.0
1.475,5.0
1.48,5.0
1.485,5.0
1.49,5.0
1.495,5.0
1.5,5.0
1.505,5.0
1.51,5.0
1.515,5.0
1.52,5.0
1.525,5.0
1.53,5.0
1.535,5.0
1.54,5.0
1.545,5.0
1.55,5.0
1.555,5.0
1.56,5.0
1.565,5.0
1.57,5.0
1.575,5.0
1.58,5.0
1.585,5.0
1.59,5.0
1.595,5.0
1.6,5.0
1.605,5.0
1.61,5.0
1.615,5.0
1.62,5.0
1.625,5.0
1.63,5.0
1.635,5.0
1.64,5.0
1.645,5.0
1.65,5.0
1.655,5.0
1.66,5.0
1.665,5.0
1.67,5.0
1.675,5.0
1.68,5.0
1.685,5.0
1.69,5.0
1.695,5.0
1.7,5.0
1.705,5.0
1.71,5.0
1.715,5.0
1.72,5.0
1.725,5.0
1.73,5.0
1.735,5.0
1.74,5.0
1.745,5.0
1.75,5.0
1.755,5.0
1.76,5.0
1.765,5.0
1.77,5.0
1.775,5.0
1.78,5.0
1.785,5.0
1.79,5.0
1.795,5.0
1.8,5.0
1.805,5.0
1.81,5.0
1.815,5.0
1.82,5.0
1.825,5.0
1.83,5.0
1.835,5.0
1.84,5.0
1.845,5.0
1.85,5.0
1.855,5.0
1.86,5.0
1.865,5.0
1.87,5.0
1.875,5.0
1.88,5.0
1.885,5.0
1.89,5.0
1.895,5.0
1.9,5.0
1.905,5.0
1.91,5.0
1.915,5.0
1.92,5.0
1.925,5.0
1.93,5.0
1.935,5.0
1.94,5.0
1.945,5.0
1.95,5.0
1.955,5.0
1.96,5.0
1.965,5.0
1.97,5.0
1.975,5.0
1.98,5.0
1.985,5.0
1.99,5.0
1.995,5.0
2.0,5.0
2.005,5.0
2.01,5.0
2.015,5.0
2.02,5.0
2.025,5.0
2.03,5.0
2.035,5.0
2.04,5.0
2.045,5.0
2.05,5.0
2.055,5.0
2.06,5.0
2.065,5.0
2.07,5.0
2.075,5.0
2.08,5.0
2.085,5.0
2.09,5.0
2.095,5.0
2.1,5.0
2.105,5.0
2.11,5.0
2.115,5.0
2.12,5.0
2.125,5.0
2.13,5.0
2.135,4.9999
2.14,4.9999
2.145,4.9999
2.15,4.9999
2.155,4.9999
